23538162	CPR:4	Y 	DOWNREGULATOR	Arg1:T5	Arg2:T19
23538162	CPR:4	Y 	INDIRECT-DOWNREGULATOR	Arg1:T5	Arg2:T20
23538162	CPR:6	Y 	ANTAGONIST	Arg1:T7	Arg2:T21
23538162	CPR:6	Y 	ANTAGONIST	Arg1:T7	Arg2:T22
23538162	CPR:4	Y 	INHIBITOR	Arg1:T8	Arg2:T23
23538162	CPR:6	Y 	ANTAGONIST	Arg1:T10	Arg2:T24
23538162	CPR:2	N 	REGULATOR	Arg1:T11	Arg2:T26
23538162	CPR:2	N 	REGULATOR	Arg1:T11	Arg2:T27
23538162	CPR:4	Y 	DOWNREGULATOR	Arg1:T11	Arg2:T28
23538162	CPR:2	N 	REGULATOR	Arg1:T1	Arg2:T14
23538162	CPR:2	N 	REGULATOR	Arg1:T1	Arg2:T15
12453616	CPR:3	Y 	INDIRECT-UPREGULATOR	Arg1:T6	Arg2:T17
12453616	CPR:3	Y 	INDIRECT-UPREGULATOR	Arg1:T6	Arg2:T18
12453616	CPR:3	Y 	UPREGULATOR	Arg1:T1	Arg2:T10
12453616	CPR:3	Y 	UPREGULATOR	Arg1:T1	Arg2:T15
12453616	CPR:3	Y 	UPREGULATOR	Arg1:T2	Arg2:T10
12453616	CPR:3	Y 	UPREGULATOR	Arg1:T2	Arg2:T15
12453616	CPR:3	Y 	INDIRECT-UPREGULATOR	Arg1:T3	Arg2:T7
12453616	CPR:2	N 	REGULATOR	Arg1:T5	Arg2:T16
7768269	CPR:6	Y 	ANTAGONIST	Arg1:T23	Arg2:T28
7768269	CPR:6	Y 	ANTAGONIST	Arg1:T24	Arg2:T28
7768269	CPR:6	Y 	ANTAGONIST	Arg1:T26	Arg2:T29
15110853	CPR:4	Y 	INHIBITOR	Arg1:T12	Arg2:T19
15110853	CPR:4	Y 	INHIBITOR	Arg1:T13	Arg2:T19
15110853	CPR:4	Y 	INHIBITOR	Arg1:T9	Arg2:T14
15110853	CPR:4	Y 	INHIBITOR	Arg1:T9	Arg2:T15
15110853	CPR:4	Y 	INHIBITOR	Arg1:T9	Arg2:T16
15110853	CPR:4	Y 	INHIBITOR	Arg1:T11	Arg2:T14
15110853	CPR:4	Y 	INHIBITOR	Arg1:T11	Arg2:T15
15110853	CPR:4	Y 	INHIBITOR	Arg1:T11	Arg2:T16
23174265	CPR:3	Y 	INDIRECT-UPREGULATOR	Arg1:T3	Arg2:T22
23174265	CPR:3	Y 	INDIRECT-UPREGULATOR	Arg1:T3	Arg2:T23
23174265	CPR:3	Y 	INDIRECT-UPREGULATOR	Arg1:T3	Arg2:T24
23174265	CPR:3	Y 	INDIRECT-UPREGULATOR	Arg1:T3	Arg2:T25
23174265	CPR:6	Y 	ANTAGONIST	Arg1:T4	Arg2:T28
23174265	CPR:6	Y 	ANTAGONIST	Arg1:T4	Arg2:T26
23174265	CPR:6	Y 	ANTAGONIST	Arg1:T4	Arg2:T29
23174265	CPR:4	Y 	INDIRECT-DOWNREGULATOR	Arg1:T4	Arg2:T27
23494186	CPR:4	Y 	DOWNREGULATOR	Arg1:T3	Arg2:T10
23494186	CPR:4	Y 	DOWNREGULATOR	Arg1:T4	Arg2:T10
23494186	CPR:4	Y 	DOWNREGULATOR	Arg1:T5	Arg2:T10
23494186	CPR:4	Y 	DOWNREGULATOR	Arg1:T3	Arg2:T11
23494186	CPR:4	Y 	DOWNREGULATOR	Arg1:T4	Arg2:T11
23494186	CPR:4	Y 	DOWNREGULATOR	Arg1:T5	Arg2:T11
23578391	CPR:4	Y 	INDIRECT-DOWNREGULATOR	Arg1:T12	Arg2:T20
23615073	CPR:4	Y 	DOWNREGULATOR	Arg1:T8	Arg2:T24
23615073	CPR:4	Y 	DOWNREGULATOR	Arg1:T4	Arg2:T13
