Statistical	O
methods	O
We	O
analyzed	O
correlations	O
between	O
categorical	O
variables	O
using	O
the	O
χ2	O
or	O
Fisher	O
's	O
exact	O
test	O
.	O

We	O
used	O
analysis	O
of	O
variance	O
to	O
study	O
correlations	O
between	O
continuous	O
and	O
categorical	O
variables	O
,	O
and	O
simple	O
regression	O
to	O
analyze	O
correlations	O
between	O
continuous	O
variables	O
.	O

p53	O
mutation	O
is	O
strongly	O
associated	O
with	O
Type	O
A	O
MSI	O
in	O
human	O
colorectal	O
cancer	O
One	O
view	O
of	O
the	O
involvement	O
of	O
MMR	O
defects	O
in	O
cancer	O
development	O
is	O
that	O
the	O
'	O
microsatellite	O
mutator	O
phenotype	O
(	O
MMP	O
)	O
'	O
(	O
29,30	O
)	O
in	O
mismatch	O
repair	O
-	O
defective	O
cells	O
offers	O
an	O
alternative	O
to	O
chromosomal	O
instability	O
as	O
a	O
mechanism	O
for	O
genetic	O
instability	O
in	O
cancer	O
(	O
31	O
)	O
.	O

On	O
this	O
model	O
,	O
MSI	O
and	O
chromosomal	O
instability	O
represent	O
mutually	O
exclusive	O
pathways	O
of	O
tumour	O
development	O
.	O

This	O
reasoning	O
is	O
based	O
partly	O
in	O
the	O
observation	O
that	O
p53	O
mutations	O
,	O
commonly	O
associated	O
with	O
chromosomal	O
instability	O
,	O
are	O
infrequent	O
among	O
MSI+	O
tumours	O
(	O
2,32–34	O
)	O
.	O

To	O
examine	O
the	O
relationship	O
between	O
Type	O
A	O
/	O
B	O
instability	O
and	O
p53	O
mutation	O
,	O
we	O
sequenced	O
the	O
p53	O
gene	O
in	O
our	O
panel	O
of	O
79	O
colorectal	O
tumours	O
.	O

p53	O
mutations	O
resulting	O
in	O
an	O
amino	O
acid	O
substitution	O
were	O
detected	O
in	O
23	O
tumours	O
(	O
29.1	O
%	O
)	O
.	O

The	O
mutations	O
were	O
predominantly	O
transitions	O
in	O
acknowledged	O
hot	O
spots	O
;	O
codons	O
175	O
,	O
248	O
and	O
273	O
(	O
Table	O
