10047461	CPR:3	Arg1:T13	Arg2:T55
10047461	CPR:3	Arg1:T13	Arg2:T56
10047461	CPR:3	Arg1:T13	Arg2:T57
10047461	CPR:3	Arg1:T2	Arg2:T30
10047461	CPR:3	Arg1:T2	Arg2:T31
10047461	CPR:3	Arg1:T2	Arg2:T32
10047461	CPR:3	Arg1:T2	Arg2:T33
10047461	CPR:3	Arg1:T7	Arg2:T39
10047461	CPR:3	Arg1:T7	Arg2:T40
10047461	CPR:3	Arg1:T7	Arg2:T41
10047461	CPR:4	Arg1:T10	Arg2:T46
10047461	CPR:4	Arg1:T13	Arg2:T54
10047461	CPR:4	Arg1:T16	Arg2:T62
10047461	CPR:4	Arg1:T1	Arg2:T50
10047461	CPR:4	Arg1:T2	Arg2:T30
10047461	CPR:4	Arg1:T2	Arg2:T31
10047461	CPR:4	Arg1:T2	Arg2:T34
10047461	CPR:4	Arg1:T7	Arg2:T37
10047461	CPR:4	Arg1:T7	Arg2:T38
10095983	CPR:4	Arg1:T1	Arg2:T8
10095983	CPR:4	Arg1:T7	Arg2:T10
10200320	CPR:4	Arg1:T10	Arg2:T33
10200320	CPR:4	Arg1:T11	Arg2:T33
10200320	CPR:4	Arg1:T15	Arg2:T34
10200320	CPR:4	Arg1:T15	Arg2:T35
10200320	CPR:4	Arg1:T17	Arg2:T36
10200320	CPR:4	Arg1:T18	Arg2:T36
10200320	CPR:4	Arg1:T4	Arg2:T27
10200320	CPR:4	Arg1:T5	Arg2:T28
10207608	CPR:3	Arg1:T14	Arg2:T29
10207608	CPR:3	Arg1:T7	Arg2:T22
10207608	CPR:4	Arg1:T10	Arg2:T24
10207608	CPR:4	Arg1:T10	Arg2:T25
10207608	CPR:4	Arg1:T11	Arg2:T24
10207608	CPR:4	Arg1:T11	Arg2:T25
10207608	CPR:4	Arg1:T12	Arg2:T27
10207608	CPR:4	Arg1:T12	Arg2:T28
10207608	CPR:4	Arg1:T13	Arg2:T27
10207608	CPR:4	Arg1:T13	Arg2:T28
10207608	CPR:4	Arg1:T14	Arg2:T30
10207608	CPR:4	Arg1:T14	Arg2:T31
10207608	CPR:4	Arg1:T15	Arg2:T29
10207608	CPR:4	Arg1:T15	Arg2:T30
10207608	CPR:4	Arg1:T15	Arg2:T31
10207608	CPR:4	Arg1:T1	Arg2:T18
10207608	CPR:4	Arg1:T2	Arg2:T18
10207608	CPR:4	Arg1:T3	Arg2:T18
10207608	CPR:4	Arg1:T4	Arg2:T18
10207608	CPR:4	Arg1:T5	Arg2:T22
10207608	CPR:4	Arg1:T6	Arg2:T22
10207608	CPR:4	Arg1:T8	Arg2:T23
10207608	CPR:4	Arg1:T9	Arg2:T23
10225363	CPR:3	Arg1:T4	Arg2:T20
10225363	CPR:3	Arg1:T7	Arg2:T21
10225363	CPR:4	Arg1:T5	Arg2:T21
10225363	CPR:4	Arg1:T6	Arg2:T21
10225363	CPR:5	Arg1:T2	Arg2:T18
10225363	CPR:6	Arg1:T11	Arg2:T22
10328230	CPR:4	Arg1:T10	Arg2:T23
10328230	CPR:4	Arg1:T13	Arg2:T21
10328230	CPR:4	Arg1:T14	Arg2:T21
10328230	CPR:4	Arg1:T15	Arg2:T24
10328230	CPR:4	Arg1:T15	Arg2:T25
10328230	CPR:4	Arg1:T16	Arg2:T24
10328230	CPR:4	Arg1:T16	Arg2:T25
10328230	CPR:4	Arg1:T4	Arg2:T17
10328230	CPR:4	Arg1:T9	Arg2:T22
10340919	CPR:4	Arg1:T11	Arg2:T33
10340919	CPR:4	Arg1:T12	Arg2:T35
10340919	CPR:4	Arg1:T13	Arg2:T35
10340919	CPR:4	Arg1:T16	Arg2:T36
10340919	CPR:4	Arg1:T17	Arg2:T36
10340919	CPR:4	Arg1:T18	Arg2:T36
10340919	CPR:4	Arg1:T19	Arg2:T36
10340919	CPR:4	Arg1:T24	Arg2:T31
10340919	CPR:4	Arg1:T24	Arg2:T32
10340919	CPR:4	Arg1:T24	Arg2:T37
10340919	CPR:4	Arg1:T24	Arg2:T38
10373451	CPR:4	Arg1:T10	Arg2:T31
10373451	CPR:9	Arg1:T11	Arg2:T31
10373451	CPR:9	Arg1:T12	Arg2:T31
10373451	CPR:9	Arg1:T20	Arg2:T36
10373451	CPR:9	Arg1:T20	Arg2:T37
10373451	CPR:9	Arg1:T21	Arg2:T36
10373451	CPR:9	Arg1:T21	Arg2:T37
10373451	CPR:9	Arg1:T6	Arg2:T29
10373451	CPR:9	Arg1:T7	Arg2:T29
10373451	CPR:9	Arg1:T8	Arg2:T29
10373451	CPR:9	Arg1:T9	Arg2:T29
10381000	CPR:9	Arg1:T4	Arg2:T8
10381000	CPR:9	Arg1:T4	Arg2:T9
10381000	CPR:9	Arg1:T5	Arg2:T12
10381000	CPR:9	Arg1:T5	Arg2:T13
10381000	CPR:9	Arg1:T6	Arg2:T12
10381000	CPR:9	Arg1:T6	Arg2:T13
10398211	CPR:4	Arg1:T12	Arg2:T21
10398211	CPR:4	Arg1:T12	Arg2:T23
10398211	CPR:4	Arg1:T1	Arg2:T16
10398211	CPR:4	Arg1:T1	Arg2:T24
10401556	CPR:5	Arg1:T1	Arg2:T44
10401556	CPR:6	Arg1:T17	Arg2:T40
10401556	CPR:6	Arg1:T18	Arg2:T41
10401556	CPR:6	Arg1:T20	Arg2:T42
10401556	CPR:6	Arg1:T23	Arg2:T43
10403635	CPR:4	Arg1:T11	Arg2:T45
10403635	CPR:4	Arg1:T20	Arg2:T40
10403635	CPR:4	Arg1:T20	Arg2:T42
10403635	CPR:9	Arg1:T16	Arg2:T40
10403635	CPR:9	Arg1:T16	Arg2:T42
10406837	CPR:4	Arg1:T13	Arg2:T24
10406837	CPR:4	Arg1:T2	Arg2:T23
10406837	CPR:4	Arg1:T5	Arg2:T16
10406837	CPR:4	Arg1:T6	Arg2:T17
10406837	CPR:4	Arg1:T7	Arg2:T18
10411647	CPR:9	Arg1:T15	Arg2:T26
10444166	CPR:3	Arg1:T11	Arg2:T18
10444166	CPR:3	Arg1:T12	Arg2:T19
10446934	CPR:3	Arg1:T11	Arg2:T34
10446934	CPR:3	Arg1:T8	Arg2:T30
10446934	CPR:3	Arg1:T8	Arg2:T31
10446934	CPR:3	Arg1:T9	Arg2:T30
10446934	CPR:3	Arg1:T9	Arg2:T31
10462128	CPR:6	Arg1:T23	Arg2:T36
10462128	CPR:6	Arg1:T3	Arg2:T31
10480573	CPR:4	Arg1:T2	Arg2:T13
10480573	CPR:4	Arg1:T2	Arg2:T9
10493852	CPR:4	Arg1:T1	Arg2:T4
10493852	CPR:4	Arg1:T1	Arg2:T5
10493852	CPR:4	Arg1:T3	Arg2:T14
10522750	CPR:6	Arg1:T11	Arg2:T33
10522750	CPR:6	Arg1:T19	Arg2:T37
10522750	CPR:6	Arg1:T20	Arg2:T37
10530931	CPR:6	Arg1:T2	Arg2:T10
10530931	CPR:6	Arg1:T3	Arg2:T6
10530931	CPR:6	Arg1:T4	Arg2:T11
10530931	CPR:6	Arg1:T5	Arg2:T11
10583449	CPR:4	Arg1:T12	Arg2:T19
10583449	CPR:4	Arg1:T12	Arg2:T20
10583449	CPR:4	Arg1:T12	Arg2:T21
10617684	CPR:4	Arg1:T14	Arg2:T25
10617684	CPR:4	Arg1:T15	Arg2:T25
10617684	CPR:4	Arg1:T1	Arg2:T24
10617684	CPR:4	Arg1:T1	Arg2:T27
10617684	CPR:4	Arg1:T20	Arg2:T31
10617684	CPR:4	Arg1:T5	Arg2:T23
10617684	CPR:9	Arg1:T4	Arg2:T27
10626810	CPR:4	Arg1:T23	Arg2:T37
10626810	CPR:4	Arg1:T23	Arg2:T38
10626810	CPR:4	Arg1:T26	Arg2:T40
10626810	CPR:4	Arg1:T27	Arg2:T40
10626836	CPR:3	Arg1:T13	Arg2:T28
10626836	CPR:3	Arg1:T2	Arg2:T18
10626836	CPR:3	Arg1:T3	Arg2:T23
10626836	CPR:3	Arg1:T5	Arg2:T20
10626836	CPR:3	Arg1:T7	Arg2:T21
10626836	CPR:3	Arg1:T7	Arg2:T22
10626836	CPR:3	Arg1:T8	Arg2:T23
10670413	CPR:3	Arg1:T9	Arg2:T45
10670413	CPR:4	Arg1:T12	Arg2:T50
10670413	CPR:4	Arg1:T13	Arg2:T50
10670413	CPR:4	Arg1:T14	Arg2:T50
10670413	CPR:4	Arg1:T15	Arg2:T50
10670413	CPR:4	Arg1:T18	Arg2:T50
10670413	CPR:4	Arg1:T19	Arg2:T50
10670413	CPR:4	Arg1:T20	Arg2:T50
10670413	CPR:4	Arg1:T21	Arg2:T50
10670413	CPR:4	Arg1:T22	Arg2:T50
10670413	CPR:4	Arg1:T27	Arg2:T52
10670413	CPR:4	Arg1:T28	Arg2:T52
10670413	CPR:4	Arg1:T7	Arg2:T43
10670413	CPR:4	Arg1:T7	Arg2:T44
10670413	CPR:5	Arg1:T14	Arg2:T48
10670413	CPR:5	Arg1:T15	Arg2:T49
10670413	CPR:6	Arg1:T24	Arg2:T51
10682471	CPR:4	Arg1:T1	Arg2:T24
10682471	CPR:4	Arg1:T3	Arg2:T14
10690753	CPR:4	Arg1:T10	Arg2:T28
10690753	CPR:4	Arg1:T10	Arg2:T30
10690753	CPR:4	Arg1:T10	Arg2:T31
10690753	CPR:4	Arg1:T13	Arg2:T32
10690753	CPR:4	Arg1:T13	Arg2:T33
10690753	CPR:4	Arg1:T13	Arg2:T34
10690753	CPR:4	Arg1:T13	Arg2:T35
10690753	CPR:4	Arg1:T18	Arg2:T37
10690753	CPR:4	Arg1:T18	Arg2:T38
10690753	CPR:4	Arg1:T1	Arg2:T20
10690753	CPR:4	Arg1:T1	Arg2:T21
10690753	CPR:4	Arg1:T3	Arg2:T22
10690753	CPR:4	Arg1:T3	Arg2:T23
10690753	CPR:4	Arg1:T3	Arg2:T24
10690753	CPR:4	Arg1:T8	Arg2:T29
10690753	CPR:6	Arg1:T5	Arg2:T25
10690753	CPR:6	Arg1:T8	Arg2:T26
10693877	CPR:4	Arg1:T10	Arg2:T13
10693877	CPR:4	Arg1:T6	Arg2:T12
10694244	CPR:4	Arg1:T18	Arg2:T36
10694244	CPR:4	Arg1:T18	Arg2:T37
10694244	CPR:4	Arg1:T25	Arg2:T29
10694244	CPR:4	Arg1:T26	Arg2:T29
10694244	CPR:4	Arg1:T6	Arg2:T31
10712236	CPR:3	Arg1:T14	Arg2:T36
10712236	CPR:3	Arg1:T29	Arg2:T31
10712236	CPR:4	Arg1:T24	Arg2:T39
10712236	CPR:4	Arg1:T24	Arg2:T40
10712236	CPR:4	Arg1:T25	Arg2:T39
10712236	CPR:4	Arg1:T25	Arg2:T40
10712236	CPR:4	Arg1:T3	Arg2:T33
10712236	CPR:4	Arg1:T4	Arg2:T33
10712236	CPR:9	Arg1:T21	Arg2:T39
10712236	CPR:9	Arg1:T21	Arg2:T40
10712236	CPR:9	Arg1:T22	Arg2:T39
10712236	CPR:9	Arg1:T22	Arg2:T40
10712236	CPR:9	Arg1:T23	Arg2:T39
10712236	CPR:9	Arg1:T23	Arg2:T40
10712236	CPR:9	Arg1:T5	Arg2:T33
10712236	CPR:9	Arg1:T6	Arg2:T33
10727715	CPR:6	Arg1:T12	Arg2:T35
10727715	CPR:6	Arg1:T16	Arg2:T36
10727715	CPR:6	Arg1:T17	Arg2:T37
10727715	CPR:6	Arg1:T18	Arg2:T37
10727715	CPR:6	Arg1:T21	Arg2:T39
10730683	CPR:3	Arg1:T3	Arg2:T12
10730683	CPR:3	Arg1:T3	Arg2:T13
10730683	CPR:4	Arg1:T10	Arg2:T14
10752671	CPR:3	Arg1:T5	Arg2:T9
10752671	CPR:4	Arg1:T1	Arg2:T8
10839989	CPR:4	Arg1:T11	Arg2:T50
10839989	CPR:4	Arg1:T12	Arg2:T50
10839989	CPR:4	Arg1:T18	Arg2:T51
10839989	CPR:9	Arg1:T8	Arg2:T48
10864881	CPR:6	Arg1:T19	Arg2:T40
10864881	CPR:6	Arg1:T1	Arg2:T38
10864881	CPR:6	Arg1:T25	Arg2:T44
10864881	CPR:6	Arg1:T26	Arg2:T44
10864881	CPR:6	Arg1:T27	Arg2:T44
10864881	CPR:6	Arg1:T28	Arg2:T44
10864881	CPR:6	Arg1:T29	Arg2:T44
10864881	CPR:6	Arg1:T30	Arg2:T44
10864881	CPR:6	Arg1:T31	Arg2:T44
10864881	CPR:6	Arg1:T35	Arg2:T47
10864881	CPR:6	Arg1:T35	Arg2:T48
10891536	CPR:4	Arg1:T16	Arg2:T51
10891536	CPR:4	Arg1:T16	Arg2:T52
10891536	CPR:4	Arg1:T1	Arg2:T51
10891536	CPR:4	Arg1:T1	Arg2:T52
10891536	CPR:4	Arg1:T20	Arg2:T47
10891536	CPR:4	Arg1:T22	Arg2:T48
10891536	CPR:4	Arg1:T27	Arg2:T51
10891536	CPR:4	Arg1:T27	Arg2:T52
10891536	CPR:4	Arg1:T29	Arg2:T51
10891536	CPR:4	Arg1:T29	Arg2:T52
10891536	CPR:4	Arg1:T30	Arg2:T51
10891536	CPR:4	Arg1:T30	Arg2:T52
10891536	CPR:4	Arg1:T37	Arg2:T51
10891536	CPR:4	Arg1:T37	Arg2:T52
10947967	CPR:4	Arg1:T3	Arg2:T11
10947967	CPR:4	Arg1:T4	Arg2:T13
10947967	CPR:4	Arg1:T4	Arg2:T14
10947967	CPR:4	Arg1:T8	Arg2:T21
10950934	CPR:4	Arg1:T5	Arg2:T10
10950934	CPR:4	Arg1:T5	Arg2:T12
